HSL:3001R;109;R;Helsinki-Riihimäki
HSL:3001T;109;T;Helsinki-Riihimäki
HSL:3001N;109;N;Helsinki-Kerava
HSL:3001Z;109;Z;Helsinki-Lahti
HSL:4722;701;722;Rautatientori-Honkanummi-Havukoski
HSL:4723;704;723;Koivukylän palvelulinja
HSL:4724;701;724;Rautatientori-Jokiniemi-Päiväkumpu
HSL:4335B;701;335B;Myyrmäki-Martinlaakso-Askisto
HSL:2195;701;195;Kamppi-Latokaski
HSL:2194;701;194;Kamppi-Tapiola
HSL:3002E;109;E;Helsinki-Kauklahti
HSL:3002A;109;A;Helsinki-Leppävaara
HSL:3002L;109;L;Helsinki-Kirkkonummi
HSL:7989BV;700;989BV;Monninkylä-Pornainen-Halkia-Pihlajamäki
HSL:3002U;109;U;Helsinki-Kirkkonummi
HSL:3002P;109;P;Helsinki-Helsinki
HSL:7989BB;700;989BB;Pornainen-Halkia-Pihlajamäki
HSL:3002X;109;X;Helsinki-Kirkkonummi
HSL:3002Y;109;Y;Helsinki-Siuntio
HSL:2165;701;165;Kamppi-Saunalahti-Kauklahti
HSL:9975T;701;975T;Kerava as.-Viro
HSL:2160;701;160;Kamppi-Latokaski
HSL:9975K;701;975K;Bastukärr-Keravan as.-Mattilanpuisto
HSL:2158;701;158;Kamppi-Nöykkiönlaakso-Tillinmäki
HSL:2156;701;156;Kamppi-Sunanniitty-Tuomarila
HSL:9975B;701;975B;Sorsakorpi-Keravan asema
HSL:2154;701;154;Kamppi-Suomenoja-Tuomarila
HSL:2150;701;150;Kamppi-Kivenlahti
HSL:2149;704;149;Espoonlahden keskus-Kivenlahti
HSL:2148;704;148;Espoonlahden keskus-Soukka-Iivisniemi
HSL:2147;701;147;Kamppi-Kivenlahti
HSL:2145;701;145;Kamppi-Suvisaaristo
HSL:9978Z;701;978Z;Kaskela-Lapila-Keravan asema
HSL:9978T;701;978T;Kaskela-Kytömaa-Keravan taksiasema-Terveyskeskus
HSL:2169;704;169;Espoon keskus-Suvela
HSL:2168;704;168;Espoon keskus-Mikkelä-Kauklahti
HSL:9978L;701;978L;Kaskela-Kytömaa-Lapila-Terveyskeskus
HSL:9973L;701;973L;Peijas-Korso-Kannisto-Keravan asema-Virrenkulma
HSL:9841N;701;841N;Rautatientori-Östersundom-Söderkulla
HSL:9633;701;633;Rautatientori-Vallinoja-Kerava
HSL:2194A;701;194A;Kamppi-Orion
HSL:2242;701;242;Espoon keskus-Muurala-Nupuri-Siikaniemi
HSL:2241;701;241;Espoon keskus-Mikkelä-Hirvisuo
HSL:2239;701;239;Leppävaara-Viherlaakso-Perusmäki-Kalajärvi
HSL:2238;701;238;Leppävaara-Nupuri-Brobacka-Siikajärvi-Siikaniemi
HSL:2236;701;236;Leppävaara-Viherlaakso-Kalajärvi-Serena
HSL:2235;701;235;Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty
HSL:2232;704;232;Kirkkotie-Sepänkylä-Gallträsk-Kasavuori-Kirkkotie
HSL:2229;704;229;Leppävaara-Karakallio-Viherlaakso
HSL:2227;701;227;Leppävaara-Karakallio-Lippajärvi-Espoon keskus
HSL:2226;701;226;Leppävaara-Karakallio-Viherlaakso-Jorvi
HSL:2224;701;224;Leppävaara-Kauniainen-Espoon keskus-Tuomarila
HSL:9788KV;701;788KV;Rautatientori-Kuninkaanmäki-Nikkilä-Hinthaara-Porvoo
